name,Shahar,Yili,"Dvigatel hajmi, l",Kuzov,Yurgani,Uzatish qutisi,Rangi,Uzatma,Kami bor,price
Changan CX20,Samarqand,2019,,Universal,100 000 km,Mexanika,,Orqa,Ha,12500
Chevrolet Cobalt,Termiz,2020,1.5 (Benzin),Sedan,36 000 km,Mexanika,Mokriy asfalt,Oldi,,10619
Daewoo Gentra,Toshkent,2017,1.8 (Gaz-benzin),Sedan,159 000 km,Mexanika,,Oldi,Ha,9500
Changan CX20,Samarqand,2019,,Universal,100 000 km,Mexanika,,Orqa,Ha,12500
Chevrolet Cobalt,Termiz,2020,1.5 (Benzin),Sedan,36 000 km,Mexanika,Mokriy asfalt,Oldi,,10619
Daewoo Gentra,Toshkent,2017,1.8 (Gaz-benzin),Sedan,159 000 km,Mexanika,,Oldi,Ha,9500
Chevrolet Nexia 2,Yangiyo'l,2013,1.6 (Gaz-benzin),Sedan,244 km,Mexanika,Delfin,Oldi,Ha,5900
Daewoo Nexia,Bag'dod tumani,1997,1.5 (Gaz-benzin),Sedan,500 000 km,Mexanika,,Oldi,Ha,3500
Chevrolet Cobalt,Samarqand,2014,1.5 (Gaz-benzin),Sedan,100 000 km,Mexanika,Oq,Oldi,Ha,8500
Ravon R4,Toshkent,2019,1.5 (Benzin),Sedan,80 000 km,Avtomat,Mokriy asfalt,Oldi,,10800
Chevrolet Matiz,Toshkent,2015,0.8 (Benzin),Hatchback,113 000 km,Mexanika,Oq,Oldi,Ha,4900
Chevrolet Captiva,Samarqand,2014,3 (Gaz-benzin),Krossover,80 000 km,Avtomat,Qora,To'liq,Ha,16800
Hyundai Starex,Namangan,2019,,Miniven,250 000 km,Avtomat,Qora,Orqa,Ha,25500
Chevrolet Lacetti,Toshkent,2015,1.5 (Benzin),Sedan,83 000 km,Mexanika,Oq,Oldi,Ha,9500
Chevrolet Epica,Toshkent,2008,2.4 (Gaz-benzin),Sedan,135 000 km,Avtomat,Jigarrang,Oldi,Ha,9000
Isuzu D-Max,Toshkent,2021,2.5 (Benzin),Pikup,,Mexanika,Oq,,,29086
Hyundai Elantra,Toshkent,2022,2 (Benzin),Sedan,,Avtomat,Xameleon,Oldi,,35549
Hyundai Sonata,Toshkent,2022,2 (Benzin),Sedan,,Avtomat,Xameleon,Oldi,,33795
VAZ (Lada) Vesta,Toshkent,2017,1.6 (Benzin),Sedan,90 000 km,Mexanika,Qora,Oldi,,9500
Chevrolet Cobalt,Toshkent,2018,1.5 (Gaz-benzin),Sedan,121 000 km,Avtomat,Oq,Oldi,Ha,10200
Hyundai Santa Fe,Toshkent,2022,3.5 (Benzin),Hatchback,,Avtomat,Mokriy asfalt,To'liq,,60203
Hyundai Palisade,Toshkent,2022,3.5 (Benzin),Hatchback,,Avtomat,Yashil,,,71560
Hyundai Tucson,Toshkent,2022,2 (Benzin),Krossover,,Avtomat,Qizil,To'liq,,41921
Hyundai Elantra,Namangan,2007,1.6 (Gaz-benzin),Sedan,173 000 km,Mexanika,,Oldi,Ha,10500
Chevrolet Damas,Qo'shtepa tumani,2022,0.8 (Gaz-benzin),Miniven,4 200 km,Mexanika,Oq,Orqa,Ha,8900
Chevrolet Damas,Qo'qon,2022,,Mikroavtobus,4 500 km,Mexanika,Oq,Orqa,Ha,9000
Chevrolet Spark,Toshkent,2012,1 (Benzin),Hatchback,,Mexanika,,Oldi,Ha,5200
Hyundai Elantra,Toshkent,2022,1.6 (Benzin),Sedan,,Avtomat,Oq,Oldi,,26685
Volkswagen Passat,Toshkent,1990,1.8 (Benzin),Universal,231 817 km,Mexanika,Ko'k,To'liq,,5200
Daewoo Nexia,Denov,1996,1.5 (Gaz-benzin),Sedan,217 000 km,Mexanika,Kulrang,Oldi,Ha,4200
Chevrolet Labo,Navoiy,2005,,Universal,,Mexanika,,Orqa,Ha,5540
Honda Accord,Samarqand,2008,2.4 (Benzin),Sedan,82 556 km,Avtomat,Qora,To'liq,Ha,14500
Chevrolet Lacetti,Buxoro,2012,1.8 (Benzin),Sedan,246 000 km,Mexanika,Qora,Oldi,Ha,7700
Chevrolet Matiz,Jizzax,2012,0.8 (Benzin),Hatchback,167 000 km,Mexanika,Oq,Oldi,Ha,3800
Chevrolet Nexia 2,Toshkent,2009,1.6 (Benzin),Sedan,490 000 km,Mexanika,Qora,Oldi,Ha,5000
Chevrolet Spark,Toshkent,2013,1.3 (Gaz-benzin),Hatchback,4 000 km,Mexanika,Kumush rang,Oldi,,6000
VAZ (Lada) Largus,Namangan,2020,1.6 (Gaz-benzin),Miniven,127 000 km,Mexanika,,Oldi,,12500
Daewoo Nexia,Namangan,1998,1.4 (Gaz-benzin),Hatchback,810 500 km,Mexanika,Oq,Oldi,Ha,3100
Daewoo Matiz (Standart),Nukus,2008,0.8 (Gaz-benzin),Hatchback,380 000 km,Mexanika,,Oldi,,2428
Chevrolet Nexia 2,Samarqand,2010,1.6 (Gaz-benzin),Hatchback,355 600 km,Mexanika,,Oldi,,5000
GAZ 24 (Volga),Samarqand,1972,1.7 (Gaz-benzin),Sedan,999 km,Mexanika,Jigarrang,Orqa,,950
GAZ 31105 (Volga),Toshkent tumani,2007,2.4 (Gaz-benzin),Sedan,220 000 km,Mexanika,,Orqa,,4200
Chevrolet Lacetti,Toshkent,2019,1.6 (Benzin),Sedan,35 000 km,Avtomat,Oq,Oldi,,13500
GAZ 31105 (Volga),Toshkent tumani,2007,2.4 (Gaz-benzin),Sedan,220 000 km,Mexanika,,Orqa,,4200
Chevrolet Lacetti,Toshkent,2019,1.6 (Benzin),Sedan,35 000 km,Avtomat,Oq,Oldi,,13500
Chevrolet Tracker,Andijon,2019,1.8 (Benzin),Hatchback,,Avtomat,Mokriy asfalt,Oldi,Ha,16700
Chevrolet Labo,Qarshi,2021,,Pikup,3 200 km,Mexanika,Oq,Orqa,Ha,8310
Chevrolet Spark,Toshkent,2015,1.3 (Benzin),Hatchback,73 900 km,Mexanika,Kumush rang,Oldi,Ha,6700
VAZ (Lada) 2106,Toshkent,1980,1.6 (Benzin),Sedan,,Mexanika,Qaymoq rang,Orqa,,2500
Chevrolet Orlando,Samarqand,2014,,Miniven,74 500 km,Mexanika,Oq,,Ha,16000
Neta Neta V,Toshkent,2021,,Hatchback,2 600 km,Avtomat,,Oldi,,22000
Nissan Stanza,Urganch,1991,1.5 (Benzin),Sedan,100 000 km,Mexanika,Oq,Oldi,Ha,739
Chevrolet Spark,Samarqand,2017,1.3 (Benzin),Hatchback,60 000 km,Mexanika,,Oldi,Ha,6600
Chevrolet Lacetti,Toshkent,2018,1.6 (Gaz-benzin),Sedan,87 000 km,Avtomat,Oq,Oldi,Ha,12400
VAZ (Lada) Vesta,Urganch,2019,1.6 (Gaz-benzin),Sedan,37 000 km,Mexanika,,Oldi,Ha,9695
Chevrolet Lacetti,Namangan,2019,1.8 (Gaz-benzin),Sedan,60 000 km,Mexanika,Oq,Oldi,Ha,10700
Chevrolet Nexia 3,Xazorasp tumani,2019,1.5 (Gaz-benzin),Sedan,94 km,Mexanika,Oq,Oldi,Ha,9200
Chevrolet Captiva,Andijon,2013,3.2 (Benzin),Krossover,150 000 km,Avtomat,Saxara (qum rang),To'liq,Ha,17000
Chevrolet Lacetti,To'raqo'rg'on tumani,2019,1.6 (Gaz-benzin),Sedan,45 100 km,Mexanika,Oq,Oldi,Ha,11500
VAZ (Lada) 2106,Toshkent,2000,,Sedan,,Mexanika,Oq,Oldi,Ha,2700
VAZ (Lada) 2106,Samarqand,1988,,Sedan,77 777 km,Mexanika,,Orqa,Ha,1000
Chevrolet Cobalt,Navoiy,2015,,Sedan,88 000 km,Avtomat,Oq,,Ha,9500
VAZ (Lada) Niva,Navoiy,2018,2 (Benzin),Yo‘ltanlamas,47 779 km,Mexanika,,To'liq,,11500
Chevrolet Cobalt,Navoiy,2015,,Sedan,88 000 km,Avtomat,Oq,,Ha,9500
VAZ (Lada) Niva,Navoiy,2018,2 (Benzin),Yo‘ltanlamas,47 779 km,Mexanika,,To'liq,,11500
Daewoo Tico,Farg'ona,1996,,Universal,777 777 km,Mexanika,Oq,Oldi,Ha,1500
Chevrolet Spark,Buxoro,2013,1.2 (Gaz-benzin),Hatchback,170 km,Mexanika,,Oldi,Ha,5200
VAZ (Lada) Niva,Navoiy,2018,1.7 (Benzin),Yo‘ltanlamas,47 779 km,Mexanika,Ko'k-xavorang,To'liq,Ha,11500
GAZ 69,Toshkent,1959,2.4 (Gaz-benzin),Kabriolet,79 000 km,Mexanika,,To'liq,,3500
Chevrolet Spark,Buxoro,2013,1.2 (Gaz-benzin),Hatchback,170 km,Mexanika,,Oldi,Ha,5200
Chevrolet Labo,Toshkent,2022,1 (Benzin),Furgon,28 km,Mexanika,Oq,Orqa,Ha,8350
Daewoo Nexia,Guliston,2004,,Sedan,519 460 km,Mexanika,Qaymoq rang,Oldi,Ha,4000
Chevrolet Lacetti,Denov,2022,1.8 (Benzin),Sedan,,Mexanika,Oq,Oldi,Ha,12800
VAZ (Lada) Samara (hatchback 2108),Ohangaron,1987,1.3 (Gaz-benzin),Hatchback,11 111 km,Mexanika,,Oldi,Ha,1754
VAZ (Lada) 2106,Gurlan tumani,1983,,Sedan,,Mexanika,,Orqa,Ha,1385
Daewoo Matiz Best,Samarqand,2011,1.3 (Gaz-benzin),Hatchback,173 000 km,Mexanika,Ko'k-xavorang,Oldi,Ha,4500
Mercedes-Benz S 550,Toshkent,2008,,Sedan,74 023 km,,,,,35000
Chevrolet Lacetti,Termiz,2019,1.5 (Gaz-benzin),Sedan,62 000 km,Avtomat,Oq,Oldi,Ha,13500
Chevrolet Lacetti,Toshkent,2015,1.8 (Gaz-benzin),Sedan,230 000 km,Mexanika,,Oldi,,9500
VAZ (Lada) 2105,Toshkent,2000,1.5 (Benzin),Sedan,200 700 km,Mexanika,Oq,Orqa,Ha,2700
Daewoo Matiz Best,Toshkent,2009,,Hatchback,260 000 km,Mexanika,Qora,Oldi,,3100
Chevrolet Matiz,Qarshi,2006,6.2 (Gaz-benzin),Hatchback,80 751 km,Mexanika,Oq,Oldi,,3509
GAZ 2410 (Volga),Termiz,1986,,Sedan,500 000 km,Mexanika,,Orqa,Ha,1800
Mercedes-Benz C 180,Namangan,1996,,Sedan,555 000 km,Mexanika,,,,6350
Chevrolet Spark,Toshkent,2012,1.3 (Benzin),Hatchback,177 000 km,Mexanika,Kumush rang,Oldi,Ha,5800
Daewoo Nexia,Toshkent,2007,,Sedan,210 000 km,Mexanika,Oq,,,5800
Daewoo Nexia,Toshkent,2007,1.5 (Gaz-benzin),Sedan,440 000 km,Mexanika,,Oldi,Ha,5500
Mercedes-Benz E 200,Buxoro,1983,,Sedan,,Mexanika,,Orqa,,2500
Chevrolet Matiz,Buxoro,2014,,Hatchback,,Mexanika,,Oldi,Ha,4800
GAZ 21 (Volga),Toshkent,1956,,Sedan,50 km,Mexanika,,,,3500
Daewoo Tico,Guliston,1999,,Sedan,,Mexanika,,Oldi,,2200
Chevrolet Matiz Best,Toshkent,2010,1 (Benzin),Hatchback,207 000 km,Mexanika,Oq,Oldi,,3600
VAZ (Lada) 2106,Xiva tumani,1983,1.6 (Gaz),Sedan,200 000 km,Mexanika,,Orqa,Ha,1200
Chevrolet Lacetti,Buxoro,2012,1.8 (Benzin),Sedan,235 000 km,Mexanika,Qora,Oldi,Ha,7500
Chevrolet Spark,Termiz,2013,1.3 (Gaz-benzin),Hatchback,150 800 km,Mexanika,Kulrang,Oldi,Ha,5355
Chevrolet Captiva,Toshkent,2011,3 (Benzin),Krossover,185 000 km,Avtomat,Qora,To'liq,Ha,14000
Chevrolet Tracker,Toshkent,2019,1.8 (Gaz-benzin),Krossover,48 000 km,Mexanika,Mokriy asfalt,Oldi,Ha,16000
Chevrolet Equinox,Samarqand,2020,2 (Benzin),Yo‘ltanlamas,47 000 km,Avtomat,Oq,Oldi,,28500
GAZ 31029 (Volga),Qiziriq tumani,1993,,Sedan,200 000 km,Mexanika,Oq,Orqa,,923
Daewoo Damas,Samarqand,1998,2 (Gaz),Universal,3 000 km,Mexanika,,Orqa,Ha,3500
Neta Neta V,Toshkent,2021,,Hatchback,2 600 km,Avtomat,,Oldi,,22000
Daewoo Matiz (Standart),Farg'ona,2011,,Hatchback,150 000 km,Mexanika,Oq,Oldi,,4200
Daewoo Tico,Toshkent,2003,,Hatchback,299 999 km,Mexanika,Oq,,Ha,2400
Neta Neta V,Toshkent,2021,,Hatchback,2 600 km,Avtomat,,Oldi,,22000
Daewoo Matiz (Standart),Farg'ona,2011,,Hatchback,150 000 km,Mexanika,Oq,Oldi,,4200
Daewoo Tico,Toshkent,2003,,Hatchback,299 999 km,Mexanika,Oq,,Ha,2400
Chevrolet Cobalt,Toshkent,2021,1.5 (Gaz-benzin),Sedan,71 000 km,Mexanika,Oq,Oldi,Ha,11000
Chevrolet Lacetti,Farg'ona,2012,1.8 (Gaz-benzin),Sedan,217 511 km,Mexanika,,Oldi,Ha,7400
Chevrolet Lacetti,Toshkent,2020,1.6 (Benzin),Sedan,80 000 km,Avtomat,Qora,Oldi,,13600
VAZ (Lada) 2106,Farg'ona,1988,,Sedan,,Mexanika,,Orqa,Ha,2200
Daewoo Nexia,Buxoro,2007,1.5 (Benzin),Sedan,,Mexanika,Oq,Oldi,Ha,11000
VAZ (Lada) Самара (седан 21099),Navoiy,1992,,Sedan,,Mexanika,,Oldi,Ha,2308
Chevrolet Damas,Toshkent,2006,1.3 (Benzin),Miniven,300 000 km,Mexanika,Qaymoq rang,Orqa,,4600
Ford Scorpio,Beruniy,1989,,Hatchback,168 000 km,Mexanika,,Orqa,Ha,2000
Chevrolet Spark,Chirchiq,2016,1.3 (Gaz-benzin),Hatchback,62 500 km,Mexanika,Ko'k-xavorang,Oldi,Ha,7200
Daewoo Nexia,Nukus,1999,,Sedan,252 000 km,Mexanika,,Oldi,,4617
Chevrolet Cobalt,Toshkent,2021,1.5 (Benzin),Sedan,,Avtomat,Oq,Oldi,Ha,12200
Chevrolet Lacetti,Nukus,2022,1.8 (Benzin),Sedan,,Mexanika,,Oldi,Ha,13389
Daewoo Nexia,Samarqand,2007,1.5 (Gaz-benzin),Sedan,345 000 km,Mexanika,Oq,Oldi,Ha,4600
Chevrolet Captiva,Urganch,2012,3.2 (Benzin),Krossover,60 700 km,Avtomat,Qora,To'liq,Ha,16000
Chevrolet Spark,Toshkent,2018,1.3 (Benzin),Hatchback,58 000 km,Mexanika,Oq,Oldi,,6500
Chevrolet Damas,Samarqand,1999,,Yo‘ltanlamas,999 999 km,Mexanika,,,,3000
Daewoo Tico,Farg'ona,1999,,Hatchback,555 555 km,Mexanika,,,,1500
Daewoo Nexia,Nukus,1999,,Sedan,252 000 km,Mexanika,,Oldi,,4617
Chevrolet Cobalt,Toshkent,2021,1.5 (Benzin),Sedan,,Avtomat,Oq,Oldi,Ha,12200
Chevrolet Lacetti,Nukus,2022,1.8 (Benzin),Sedan,,Mexanika,,Oldi,Ha,13389
Daewoo Nexia,Samarqand,2007,1.5 (Gaz-benzin),Sedan,345 000 km,Mexanika,Oq,Oldi,Ha,4600
Chevrolet Captiva,Urganch,2012,3.2 (Benzin),Krossover,60 700 km,Avtomat,Qora,To'liq,Ha,16000
Chevrolet Spark,Toshkent,2018,1.3 (Benzin),Hatchback,58 000 km,Mexanika,Oq,Oldi,,6500
Chevrolet Damas,Samarqand,1999,,Yo‘ltanlamas,999 999 km,Mexanika,,,,3000
Daewoo Tico,Farg'ona,1999,,Hatchback,555 555 km,Mexanika,,,,1500
Volkswagen Passat,Toshkent,2006,2 (Benzin),Sedan,196 000 km,Avtomat,Oq,Oldi,Ha,12000
Chevrolet Damas,Buxoro,2021,,Yo‘ltanlamas,75 000 km,Mexanika,Oq,,,8000
Chevrolet Lacetti,Buxoro,2022,1.8 (Benzin),Sedan,99 969 km,Mexanika,Oq,Oldi,,12800
Chevrolet Cobalt,Toshkent,2015,1.5 (Benzin),Sedan,150 000 km,Avtomat,Mokriy asfalt,Oldi,Ha,8900
VAZ (Lada) Niva,Shahrisabz tumani,1985,1.6 (Gaz-benzin),Yo‘ltanlamas,,Mexanika,,To'liq,Ha,4432
Chevrolet Nexia 2,Toshkent,2011,1.6 (Gaz-benzin),Sedan,470 000 km,Mexanika,,Oldi,,6000
Hafei Princip,Chiroqchi tumani,2007,1 (Gaz-benzin),Sedan,140 000 km,Mexanika,Kulrang,Orqa,Ha,3000
Chevrolet Lacetti,Namangan,2019,1.6 (Gaz-benzin),Sedan,37 000 km,Avtomat,Oq,Oldi,,13500
Chevrolet Lacetti,Buxoro,2010,1.6 (Gaz-benzin),Sedan,162 km,Avtomat,Oq,Oldi,Ha,7800
Chevrolet Cobalt,Toshkent,2019,1.5 (Benzin),Sedan,77 000 km,Mexanika,Oq,Oldi,Ha,11200
VAZ (Lada) 2105,Buxoro,1983,1 (Gaz-benzin),Sedan,200 000 km,Mexanika,To'q qizil,Oldi,Ha,1847
Mercedes-Benz C 220,Urganch,1999,1.8 (Benzin),Sedan,299 000 km,Avtomat,Kulrang,Orqa,,11000
Chevrolet Nexia 3,Toshkent,2017,1.5 (Gaz-benzin),Sedan,62 900 km,Avtomat,,Oldi,Ha,8400
Chevrolet Spark,Nukus,2020,1.3 (Benzin),Hatchback,31 000 km,Mexanika,Oq,Oldi,,8218
Daewoo Damas,Urganch,2014,2 (Gaz-benzin),Universal,150 000 km,Mexanika,Oq,Orqa,Ha,4617
Chevrolet Lacetti,Toshkent,2020,1.6 (Benzin),Sedan,28 000 km,Avtomat,Oq,Oldi,Ha,13600
VAZ (Lada) 2106,Buxoro,1994,,Sedan,,Mexanika,,Oldi,Ha,1108
Moskvich 412,Parkent tumani,1987,,Yo‘ltanlamas,,Mexanika,,Orqa,Ha,1200
Chevrolet Nexia 2,Samarqand,2009,1.6 (Gaz),Sedan,230 000 km,Mexanika,Kumush rang,Oldi,,5540
VAZ (Lada) 2106,Samarqand,1980,1.5 (Gaz-benzin),Sedan,,Mexanika,,Orqa,Ha,1662
VAZ (Lada) Kalina,Sherobod tumani,2006,1.5 (Gaz-benzin),Sedan,,Mexanika,Ko'k,Oldi,Ha,2585
Chevrolet Lacetti,Termiz,2018,1.5 (Gaz-benzin),Sedan,90 000 km,Avtomat,,Oldi,,12927
Chevrolet Lacetti,Termiz,2020,1.5 (Gaz-benzin),Sedan,63 000 km,Avtomat,,Oldi,,14312
Daewoo Matiz (Standart),Qarshi,2006,,Universal,,Mexanika,,To'liq,Ha,3233
VAZ (Lada) 2106,Toshkent,1988,1 (Benzin),Universal,,Mexanika,Oq,Orqa,,2000
Bugatti Veyron,Urganch,2022,8 (Benzin),Sedan,,Avtomat,Oltin rang,To'liq,Ha,100000
Chevrolet Lacetti,Qo'qon,2015,1.8 (Gaz-benzin),Sedan,470 000 km,Mexanika,,Oldi,,9000
Chevrolet Matiz,Ishtixon tumani,2009,0.8 (Gaz-benzin),Hatchback,98 870 km,Mexanika,Kulrang,Oldi,Ha,3000
Chevrolet Matiz,Termiz,2013,0.8 (Gaz-benzin),Hatchback,,Mexanika,,Oldi,Ha,4800
VAZ (Lada) Niva,Ellikqal'a tumani,1977,1.6 (Gaz-benzin),Yo‘ltanlamas,999 999 km,Mexanika,,Orqa,,1385
BMW 316,Toshkent,1989,1.6 (Benzin),Sedan,280 000 km,Mexanika,Oq,Orqa,,5600
VAZ (Lada) Samara (hatchback 2109),Jizzax,1987,,Hatchback,58 000 km,Mexanika,Saxara (qum rang),Oldi,Ha,1385
Chevrolet Lacetti,Termiz,2020,1.5 (Gaz-benzin),Sedan,63 000 km,Avtomat,,Oldi,,14312
Daewoo Matiz (Standart),Qarshi,2006,,Universal,,Mexanika,,To'liq,Ha,3233
VAZ (Lada) 2106,Toshkent,1988,1 (Benzin),Universal,,Mexanika,Oq,Orqa,,2000
Bugatti Veyron,Urganch,2022,8 (Benzin),Sedan,,Avtomat,Oltin rang,To'liq,Ha,100000
Chevrolet Lacetti,Qo'qon,2015,1.8 (Gaz-benzin),Sedan,470 000 km,Mexanika,,Oldi,,9000
Chevrolet Matiz,Ishtixon tumani,2009,0.8 (Gaz-benzin),Hatchback,98 870 km,Mexanika,Kulrang,Oldi,Ha,3000
Chevrolet Matiz,Termiz,2013,0.8 (Gaz-benzin),Hatchback,,Mexanika,,Oldi,Ha,4800
VAZ (Lada) Niva,Ellikqal'a tumani,1977,1.6 (Gaz-benzin),Yo‘ltanlamas,999 999 km,Mexanika,,Orqa,,1385
BMW 316,Toshkent,1989,1.6 (Benzin),Sedan,280 000 km,Mexanika,Oq,Orqa,,5600
VAZ (Lada) Samara (hatchback 2109),Jizzax,1987,,Hatchback,58 000 km,Mexanika,Saxara (qum rang),Oldi,Ha,1385
Chevrolet Nexia 2,Urganch,2012,1.6 (Gaz-benzin),Sedan,,Mexanika,Oltin rang,Oldi,Ha,9234
Daewoo Tico,Samarqand,1996,,Sedan,,Mexanika,Mokriy asfalt,Oldi,Ha,1754
VAZ (Lada) 2106,Toshkent,1983,2.1 (Benzin),Sedan,,Mexanika,Qizil,Oldi,Ha,1000
VAZ (Lada) 2106,Samarqand,1983,1.5 (Gaz-benzin),Sedan,,Mexanika,,Orqa,Ha,1662
BMW 318,Toshkent,1989,1.9 (Benzin),Sedan,185 000 km,Mexanika,Oq,Orqa,,5600
VAZ (Lada) 2106,Qarshi,1983,,Sedan,,Mexanika,Oq,Orqa,,923
Chevrolet Damas,Taxiatosh,2021,,Mikroavtobus,1 500 km,Mexanika,Oq,Orqa,Ha,9234
Daewoo Nexia,Ohangaron,1997,1.5 (Benzin),Sedan,286 960 km,Mexanika,To'q qizil,Oldi,Ha,2999
Opel Combo,Farg'ona,1994,,Kupe,,Mexanika,,Oldi,Ha,2000
Toyota HiAce,Toshkent,2010,2.2 (Benzin),Mikroavtobus,172 000 km,Mexanika,Oq,Orqa,Ha,20000
Opel Combo,Farg'ona,1994,,Kupe,,Mexanika,,Oldi,Ha,2000
Toyota HiAce,Toshkent,2010,2.2 (Benzin),Mikroavtobus,172 000 km,Mexanika,Oq,Orqa,Ha,20000
Chevrolet Damas,Navoiy,2020,,Mikroven,32 000 km,Mexanika,,Orqa,Ha,9000
VAZ (Lada) 2106,Toshkent,1984,1.6 (Benzin),Sedan,860 000 km,Mexanika,Oq,Orqa,,2000
Chevrolet Lacetti,Samarqand,2013,1.8 (Gaz-benzin),Sedan,142 000 km,Mexanika,Oq,Oldi,Ha,8000
Chevrolet Labo,Qarshi,2022,1.2 (Gaz),Universal,1 851 km,Mexanika,Oq,Oldi,,8957
Daewoo Matiz Best,Toshkent,2009,,Hatchback,540 000 km,Mexanika,Ko'k,,,3500
Daewoo Nexia,Urgut tumani,2009,1.6 (Gaz-benzin),Sedan,232 000 km,Mexanika,,Oldi,,5300
Chevrolet Lacetti,Jizzax,2017,1.5 (Gaz-benzin),Sedan,139 000 km,Mexanika,,Oldi,Ha,9000
VAZ (Lada) 2106,Toshkent,1983,,Sedan,11 111 km,Mexanika,,Orqa,Ha,1500
Chevrolet Lacetti,Xazorasp tumani,2022,1.8 (Benzin),Sedan,100 km,Mexanika,Jigar rang,Oldi,Ha,12927
Chevrolet Cobalt,Buxoro,2021,1.5 (Benzin),Sedan,15 600 km,Mexanika,Oq,Oldi,Ha,11200
Daewoo Nexia,Buxoro,2009,1.6 (Gaz-benzin),Sedan,211 000 km,Mexanika,,Oldi,Ha,5800
Chevrolet Lacetti,Toshkent,2021,1.6 (Benzin),Sedan,18 km,Avtomat,Qora,Oldi,,14700
VAZ (Lada) 2106,Namangan,1986,,Sedan,7 777 km,Mexanika,,Orqa,,1500
Chevrolet Lacetti,Chirchiq,2021,1.6 (Benzin),Sedan,23 000 km,Avtomat,Mokriy asfalt,Oldi,Ha,13600
VAZ (Lada) 2107,Toshkent,2011,1.6 (Benzin),Sedan,110 000 km,Mexanika,,Orqa,Ha,6000
Chevrolet Damas,Buxoro,2018,,Sedan,25 000 km,Mexanika,Qaymoq rang,Orqa,Ha,7200
VAZ (Lada) 2106,Samarqand,1989,,Sedan,38 513 km,Mexanika,,Orqa,Ha,1847
Chevrolet Lacetti,Samarqand,2022,1.5 (Benzin),Sedan,10 km,Avtomat,Oq,Oldi,Ha,15200
VAZ (Lada) 2106,Samarqand,1989,,Sedan,38 513 km,Mexanika,,Orqa,Ha,1847
Chevrolet Lacetti,Samarqand,2022,1.5 (Benzin),Sedan,10 km,Avtomat,Oq,Oldi,Ha,15200
Chevrolet Damas,Samarqand,2022,0.8 (Benzin),Universal,,Mexanika,,Orqa,Ha,8200
Chevrolet Nexia 2,Toshkent,2014,1.5 (Gibrid),Sedan,110 500 km,Mexanika,Oq,Oldi,Ha,6850
Chevrolet Lacetti,Farg'ona,2014,1.5 (Gaz-benzin),Sedan,150 km,Mexanika,,Oldi,,8500
Daewoo Nexia,Jizzax,1996,1.5 (Gaz-benzin),Sedan,331 477 km,Mexanika,Sariq,Oldi,Ha,3693
VAZ (Lada) Largus,Urganch,2013,1.8 (Gaz-benzin),Universal,187 000 km,Mexanika,Oq,Oldi,Ha,8310
Daewoo Matiz (Standart),Samarqand,2009,,Sedan,127 000 km,Mexanika,,Oldi,,3900
Daewoo Nexia,Andijon,2008,1.5 (Gaz-benzin),Sedan,525 000 km,Mexanika,,Oldi,Ha,5500
Chevrolet Cobalt,Samarqand,2021,1.5 (Benzin),Sedan,3 km,Avtomat,,Oldi,Ha,12500
Chevrolet Labo,Samarqand,2021,,,3 km,Mexanika,Oq,,,8700
Chevrolet Nexia 2,Toshkent,2016,1.6 (Gaz-benzin),Sedan,1 231 km,Mexanika,Oq,Oldi,Ha,3500
Audi A6,Toshkent,2008,3.2 (Benzin),Sedan,212 000 km,Avtomat,Qora,To'liq,,21000
Chevrolet Lacetti,Toshkent,2010,1.6 (Gaz-benzin),Sedan,170 500 km,Avtomat,Oq,Oldi,Ha,8500
Moskvich AZLK 2137 Kombi,Qo'qon,1989,7.5 (Gaz-benzin),Universal,777 777 km,Mexanika,,Orqa,Ha,1477
Mercedes-Benz E 250,Jizzax,1985,2.5 (Gaz),Sedan,,Mexanika,Qora,To'liq,Ha,4500
GAZ А21R22 (GAZel NEXT bortli),Farg'ona,1998,,Furgon,,Mexanika,To'q qizil,Orqa,Ha,6500
Chevrolet Nexia 2,Xiva tumani,2013,1.5 (Gaz-benzin),Sedan,89 000 km,Mexanika,,Oldi,Ha,5540
Chevrolet Nexia 3,Toshkent,2020,1.5 (Benzin),Sedan,15 500 km,Mexanika,,Oldi,Ha,9300
Chevrolet Cobalt,Buxoro,2013,1.5 (Gaz-benzin),Sedan,97 000 km,Mexanika,Oq,Oldi,Ha,8200
Audi A6,Toshkent,2008,3.2 (Benzin),Sedan,212 000 km,Avtomat,Qora,To'liq,,21000
Chevrolet Lacetti,Toshkent,2010,1.6 (Gaz-benzin),Sedan,170 500 km,Avtomat,Oq,Oldi,Ha,8500
Moskvich AZLK 2137 Kombi,Qo'qon,1989,7.5 (Gaz-benzin),Universal,777 777 km,Mexanika,,Orqa,Ha,1477
Mercedes-Benz E 250,Jizzax,1985,2.5 (Gaz),Sedan,,Mexanika,Qora,To'liq,Ha,4500
GAZ А21R22 (GAZel NEXT bortli),Farg'ona,1998,,Furgon,,Mexanika,To'q qizil,Orqa,Ha,6500
Chevrolet Nexia 2,Xiva tumani,2013,1.5 (Gaz-benzin),Sedan,89 000 km,Mexanika,,Oldi,Ha,5540
Chevrolet Nexia 3,Toshkent,2020,1.5 (Benzin),Sedan,15 500 km,Mexanika,,Oldi,Ha,9300
Chevrolet Cobalt,Buxoro,2013,1.5 (Gaz-benzin),Sedan,97 000 km,Mexanika,Oq,Oldi,Ha,8200
